
# === SESSION ===
key,value
timestamp,2026-07-02T00:49:50.023Z
version,2.7.189
round,12
day,0
globalDay,11
totalRounds,12
simMode,competitive
scenarioPreset,standard
powerGrid,independent
commsGrid,independent
daysPerRound,7

# === CONFIG_CONSTANTS ===
key,value,unit
score_pts_per_kg_ice,1,pts/kg
score_pts_per_asset_pt,15,pts/ap
score_penalty_per_violation,25,pts
score_carry_fraction,0.5,fraction
days_per_round,7,days
px_per_km,2,px/km
km_per_px,0.5,km/px
comsat_relay_radius_km,30.00,km
zone_core_km,1,km
zone_harmonization_km,5,km
zone_coordination_km,10,km
zone_display_scale,3,x
zone_core_render_km,3.00,km
zone_harmonization_render_km,15.00,km
zone_coordination_render_km,30.00,km
zone_tier_mult.core,1,xcore
zone_tier_mult.harmonization,5,xcore
zone_tier_mult.coordination,10,xcore
functional_reach.solar,2.89,km
functional_reach.habitat,14.43,km
functional_reach.pad,7.22,km
functional_reach.rover,1.44,km
functional_reach.reactor,5.78,km

# === INITIAL_CONDITIONS ===
key,value
map_width_px,1212
map_height_px,1212
km_per_px,0.5
px_per_km,2
totalRounds,12
scenarioPreset,standard
claimRadius_actorI_px,92.77777777777777
claimRadius_actorII_px,80
actorI_base_px,"553,703"
actorII_base_px,"1005,170"
actorIII_base_px,
actorI_stakeholder,Concordium
actorII_stakeholder,LRC

# === CRATERS ===
crater_idx,name,cx_px,cy_px,cx_km,cy_km,quality,size_px
6,round_end,,,ACTOR_I,Concordium,978,0,40,900,38,0,0,80,626,12.76,17,3,60,0,1,balanced,1,,1,2,1,2,5,0,1,independent,independent,competitive,standard,2.7.189
6,round_end,,,ACTOR_II,LRC,1409,0,40,1365,4,0,0,80,447,14.11,16,1,91,0,1,economic,1,,,1,1,3,9,1,2,independent,independent,competitive,standard,2.7.189
7,round_end,,,ACTOR_I,Concordium,1713,80,35,1560,38,0,80,70,325,14.66,17,3,104,0,1,balanced,1,,1,2,2,4,6,0,2,independent,independent,competitive,standard,2.7.189
7,round_end,,,ACTOR_II,LRC,1949,0,40,1905,4,0,0,80,292,16.74,16,1,127,0,1,economic,1,,,3,1,5,11,1,3,independent,independent,competitive,standard,2.7.189
8,round_end,,,ACTOR_I,Concordium,1748,150,0,1560,38,0,150,0,617,16.53,17,3,104,0,1,balanced,1,,1,2,2,4,6,0,2,independent,independent,competitive,standard,2.7.189
8,round_end,,,ACTOR_II,LRC,2219,0,40,2175,4,0,0,80,338,19.37,16,1,145,0,1,economic,1,,,3,2,5,12,1,3,independent,independent,competitive,standard,2.7.189
9,round_end,,,ACTOR_I,Concordium,1788,150,40,1560,38,0,150,80,943,18.41,17,2,104,0,1,balanced,1,,1,2,2,4,6,0,2,independent,independent,competitive,standard,2.7.189
9,round_end,,,ACTOR_II,LRC,2219,0,40,2175,4,0,0,80,697,22.02,17,0,145,0,1,economic,1,,,3,2,5,12,1,3,independent,independent,competitive,standard,2.7.189
10,round_end,,,ACTOR_I,Concordium,1788,150,40,1560,38,0,150,80,1302,20.28,17,2,104,0,1,balanced,1,,1,2,2,4,6,0,2,independent,independent,competitive,standard,2.7.189
10,round_end,,,ACTOR_II,LRC,2219,0,40,2175,4,0,0,80,1100,24.67,17,0,145,0,1,economic,1,,,3,2,5,12,1,3,independent,independent,competitive,standard,2.7.189
11,round_end,,,ACTOR_I,Concordium,2549,230,40,2235,44,0,230,80,1028,22.17,18,2,149,0,1,balanced,1,,1,2,3,5,7,1,4,independent,independent,competitive,standard,2.7.189
11,round_end,,,ACTOR_II,LRC,1881,0,40,2835,-994,0,0,80,463,27.33,17,0,189,0,1,economic,1,,,4,2,6,17,2,5,independent,independent,competitive,standard,2.7.189
12,current,0,11,ACTOR_I,Concordium,2875,230,40,2505,100,0,230,80,823,22.17,18,2,167,0,1,balanced,1,,1,3,3,6,9,1,4,independent,independent,competitive,standard,2.7.189
12,current,0,11,ACTOR_II,LRC,2540,0,40,3300,-800,0,0,80,162,27.33,17,0,220,0,1,economic,1,,,5,2,8,20,2,5,independent,independent,competitive,standard,2.7.189

# === ROVER_TRACE ===
globalDay,round,day,actor,rover_idx,x_px,y_px,x_km,y_km,ice_kg,power,status
0,1,6,ACTOR_I,0,545,693,272.50,346.50,0,73,moving
0,1,6,ACTOR_I,1,675,536,337.50,268.00,0,5,recharging
0,1,6,ACTOR_I,2,747,568,373.50,284.00,0,0,moving
0,1,6,ACTOR_II,0,1005,170,502.50,85.00,80,75,mining
0,1,6,ACTOR_II,1,627,469,313.50,234.50,0,0,moving
0,1,6,ACTOR_II,2,680,522,340.00,261.00,0,5,recharging
0,1,6,ACTOR_II,3,692,513,346.00,256.50,0,5,recharging
0,1,6,ACTOR_II,4,692,500,346.00,250.00,0,5,recharging
1,2,6,ACTOR_I,0,564,675,282.00,337.50,0,65,moving
1,2,6,ACTOR_I,1,675,536,337.50,268.00,0,8,recharging
1,2,6,ACTOR_I,2,735,555,367.50,277.50,0,0,moving
1,2,6,ACTOR_II,0,993,182,496.50,91.00,80,62,moving
1,2,6,ACTOR_II,1,630,485,315.00,242.50,0,0,moving
1,2,6,ACTOR_II,2,680,522,340.00,261.00,0,8,recharging
1,2,6,ACTOR_II,3,692,513,346.00,256.50,0,8,recharging
1,2,6,ACTOR_II,4,692,500,346.00,250.00,0,8,recharging
2,3,6,ACTOR_I,0,573,660,286.50,330.00,0,57,moving
2,3,6,ACTOR_I,1,675,536,337.50,268.00,0,12,recharging
2,3,6,ACTOR_I,2,731,573,365.50,286.50,0,0,moving
2,3,6,ACTOR_II,0,975,201,487.50,100.50,80,48,moving
2,3,6,ACTOR_II,1,630,485,315.00,242.50,0,4,recharging
2,3,6,ACTOR_II,2,680,522,340.00,261.00,0,12,recharging
2,3,6,ACTOR_II,3,692,513,346.00,256.50,0,12,recharging
2,3,6,ACTOR_II,4,692,500,346.00,250.00,0,12,recharging
2,3,6,ACTOR_II,5,615,479,307.50,239.50,0,0,moving
3,4,6,ACTOR_I,0,584,651,292.00,325.50,0,50,moving
3,4,6,ACTOR_I,1,675,536,337.50,268.00,0,15,recharging
3,4,6,ACTOR_I,2,731,573,365.50,286.50,0,23,recharging
3,4,6,ACTOR_I,3,699,529,349.50,264.50,0,57,recharging
3,4,6,ACTOR_II,0,963,213,481.50,106.50,80,35,moving
3,4,6,ACTOR_II,1,630,485,315.00,242.50,0,7,recharging
3,4,6,ACTOR_II,2,680,522,340.00,261.00,0,15,recharging
3,4,6,ACTOR_II,3,692,513,346.00,256.50,0,15,recharging
3,4,6,ACTOR_II,4,692,500,346.00,250.00,0,15,recharging
3,4,6,ACTOR_II,5,623,490,311.50,245.00,0,0,moving
3,4,6,ACTOR_II,6,613,474,306.50,237.00,0,0,moving
3,4,6,ACTOR_II,7,624,472,312.00,236.00,0,0,moving
4,5,6,ACTOR_I,0,599,639,299.50,319.50,0,42,moving
4,5,6,ACTOR_I,1,675,536,337.50,268.00,0,19,recharging
4,5,6,ACTOR_I,2,731,573,365.50,286.50,0,45,recharging
4,5,6,ACTOR_I,3,691,521,345.50,260.50,0,85,moving
4,5,6,ACTOR_I,4,619,623,309.50,311.50,0,5,recharging
4,5,6,ACTOR_II,0,951,225,475.50,112.50,80,22,moving
4,5,6,ACTOR_II,1,630,485,315.00,242.50,0,11,recharging
4,5,6,ACTOR_II,2,680,522,340.00,261.00,0,19,recharging
4,5,6,ACTOR_II,3,692,513,346.00,256.50,0,19,recharging
4,5,6,ACTOR_II,4,692,500,346.00,250.00,0,19,recharging
4,5,6,ACTOR_II,5,623,490,311.50,245.00,0,10,recharging
4,5,6,ACTOR_II,6,623,490,311.50,245.00,0,0,moving
4,5,6,ACTOR_II,7,629,489,314.50,244.50,0,0,moving
4,5,6,ACTOR_II,8,604,601,302.00,300.50,0,5,recharging
5,6,6,ACTOR_I,0,599,639,299.50,319.50,0,46,recharging
5,6,6,ACTOR_I,1,675,536,337.50,268.00,0,23,recharging
5,6,6,ACTOR_I,2,754,580,377.00,290.00,0,47,moving
5,6,6,ACTOR_I,3,691,521,345.50,260.50,80,82,mining
5,6,6,ACTOR_I,4,619,623,309.50,311.50,0,8,recharging
5,6,6,ACTOR_II,0,935,241,467.50,120.50,80,8,moving
5,6,6,ACTOR_II,1,630,485,315.00,242.50,0,14,recharging
5,6,6,ACTOR_II,2,680,522,340.00,261.00,0,23,recharging
5,6,6,ACTOR_II,3,692,513,346.00,256.50,0,23,recharging
5,6,6,ACTOR_II,4,692,500,346.00,250.00,0,23,recharging
5,6,6,ACTOR_II,5,623,490,311.50,245.00,0,19,recharging
5,6,6,ACTOR_II,6,623,490,311.50,245.00,0,10,recharging
5,6,6,ACTOR_II,7,629,489,314.50,244.50,0,10,recharging
5,6,6,ACTOR_II,8,604,601,302.00,300.50,0,8,recharging
6,7,6,ACTOR_I,0,599,639,299.50,319.50,0,49,recharging
6,7,6,ACTOR_I,1,675,536,337.50,268.00,0,26,recharging
6,7,6,ACTOR_I,2,754,580,377.00,290.00,0,50,recharging
6,7,6,ACTOR_I,3,691,521,345.50,260.50,70,79,mining
6,7,6,ACTOR_I,4,619,623,309.50,311.50,0,12,recharging
6,7,6,ACTOR_I,5,595,446,297.50,223.00,0,57,recharging
6,7,6,ACTOR_II,0,922,254,461.00,127.00,80,0,moving
6,7,6,ACTOR_II,1,630,485,315.00,242.50,0,22,recharging
6,7,6,ACTOR_II,2,680,522,340.00,261.00,0,26,recharging
6,7,6,ACTOR_II,3,692,513,346.00,256.50,0,26,recharging
6,7,6,ACTOR_II,4,692,500,346.00,250.00,0,26,recharging
6,7,6,ACTOR_II,5,623,490,311.50,245.00,0,33,recharging
6,7,6,ACTOR_II,6,623,490,311.50,245.00,0,23,recharging
6,7,6,ACTOR_II,7,629,489,314.50,244.50,0,19,recharging
6,7,6,ACTOR_II,8,604,601,302.00,300.50,0,12,recharging
6,7,6,ACTOR_II,9,762,600,381.00,300.00,0,0,moving
6,7,6,ACTOR_II,10,623,455,311.50,227.50,0,5,recharging
7,8,6,ACTOR_I,0,599,639,299.50,319.50,0,53,recharging
7,8,6,ACTOR_I,1,675,536,337.50,268.00,0,30,recharging
7,8,6,ACTOR_I,2,777,588,388.50,294.00,0,43,moving
7,8,6,ACTOR_I,3,691,521,345.50,260.50,0,79,moving
7,8,6,ACTOR_I,4,619,623,309.50,311.50,0,15,recharging
7,8,6,ACTOR_I,5,600,453,300.00,226.50,0,54,moving
7,8,6,ACTOR_II,0,918,258,459.00,129.00,80,0,moving
7,8,6,ACTOR_II,1,630,485,315.00,242.50,0,30,recharging
7,8,6,ACTOR_II,2,680,522,340.00,261.00,0,30,recharging
7,8,6,ACTOR_II,3,692,513,346.00,256.50,0,30,recharging
7,8,6,ACTOR_II,4,692,500,346.00,250.00,0,30,recharging
7,8,6,ACTOR_II,5,623,490,311.50,245.00,0,46,recharging
7,8,6,ACTOR_II,6,623,490,311.50,245.00,0,37,recharging
7,8,6,ACTOR_II,7,629,489,314.50,244.50,0,29,recharging
7,8,6,ACTOR_II,8,604,601,302.00,300.50,0,15,recharging
7,8,6,ACTOR_II,9,762,600,381.00,300.00,0,4,recharging
7,8,6,ACTOR_II,10,623,455,311.50,227.50,0,8,recharging
7,8,6,ACTOR_II,11,592,471,296.00,235.50,0,5,recharging
8,9,6,ACTOR_I,0,599,639,299.50,319.50,0,57,recharging
8,9,6,ACTOR_I,1,675,536,337.50,268.00,0,33,recharging
8,9,6,ACTOR_I,2,756,581,378.00,290.50,0,35,moving
8,9,6,ACTOR_I,3,691,521,345.50,260.50,0,78,moving
8,9,6,ACTOR_I,4,619,623,309.50,311.50,0,19,recharging
8,9,6,ACTOR_I,5,600,453,300.00,226.50,80,51,mining
8,9,6,ACTOR_II,0,902,274,451.00,137.00,80,0,moving
8,9,6,ACTOR_II,1,630,485,315.00,242.50,0,37,recharging
8,9,6,ACTOR_II,2,680,522,340.00,261.00,0,33,recharging
8,9,6,ACTOR_II,3,692,513,346.00,256.50,0,33,recharging
8,9,6,ACTOR_II,4,692,500,346.00,250.00,0,33,recharging
8,9,6,ACTOR_II,5,623,490,311.50,245.00,0,60,recharging
8,9,6,ACTOR_II,6,623,490,311.50,245.00,0,50,recharging
8,9,6,ACTOR_II,7,629,489,314.50,244.50,0,38,recharging
8,9,6,ACTOR_II,8,604,601,302.00,300.50,0,19,recharging
8,9,6,ACTOR_II,9,762,600,381.00,300.00,0,7,recharging
8,9,6,ACTOR_II,10,623,455,311.50,227.50,0,12,recharging
8,9,6,ACTOR_II,11,592,471,296.00,235.50,0,8,recharging
9,10,6,ACTOR_I,0,599,639,299.50,319.50,0,60,recharging
9,10,6,ACTOR_I,1,675,536,337.50,268.00,0,37,recharging
9,10,6,ACTOR_I,2,756,581,378.00,290.50,0,38,recharging
9,10,6,ACTOR_I,3,691,521,345.50,260.50,0,77,moving
9,10,6,ACTOR_I,4,619,623,309.50,311.50,0,23,recharging
9,10,6,ACTOR_I,5,598,442,299.00,221.00,80,44,moving
9,10,6,ACTOR_II,0,898,278,449.00,139.00,80,0,moving
9,10,6,ACTOR_II,1,630,485,315.00,242.50,0,45,recharging
9,10,6,ACTOR_II,2,680,522,340.00,261.00,0,37,recharging
9,10,6,ACTOR_II,3,692,513,346.00,256.50,0,37,recharging
9,10,6,ACTOR_II,4,692,500,346.00,250.00,0,37,recharging
9,10,6,ACTOR_II,5,621,486,310.50,243.00,0,56,moving
9,10,6,ACTOR_II,6,621,486,310.50,243.00,0,46,moving
9,10,6,ACTOR_II,7,629,489,314.50,244.50,0,48,recharging
9,10,6,ACTOR_II,8,604,601,302.00,300.50,0,23,recharging
9,10,6,ACTOR_II,9,762,600,381.00,300.00,0,11,recharging
9,10,6,ACTOR_II,10,623,455,311.50,227.50,0,15,recharging
9,10,6,ACTOR_II,11,592,471,296.00,235.50,0,12,recharging
10,11,6,ACTOR_I,0,599,639,299.50,319.50,0,64,recharging
10,11,6,ACTOR_I,1,675,536,337.50,268.00,0,41,recharging
10,11,6,ACTOR_I,2,756,581,378.00,290.50,0,42,recharging
10,11,6,ACTOR_I,3,691,521,345.50,260.50,0,76,moving
10,11,6,ACTOR_I,4,619,623,309.50,311.50,0,26,recharging
10,11,6,ACTOR_I,5,598,442,299.00,221.00,80,74,mining
10,11,6,ACTOR_I,6,543,695,271.50,347.50,0,0,moving
10,11,6,ACTOR_II,0,898,278,449.00,139.00,80,0,moving
10,11,6,ACTOR_II,1,630,485,315.00,242.50,0,52,recharging
10,11,6,ACTOR_II,2,680,522,340.00,261.00,0,41,recharging
10,11,6,ACTOR_II,3,692,513,346.00,256.50,0,41,recharging
10,11,6,ACTOR_II,4,692,500,346.00,250.00,0,41,recharging
10,11,6,ACTOR_II,5,619,483,309.50,241.50,0,52,moving
10,11,6,ACTOR_II,6,621,486,310.50,243.00,0,50,recharging
10,11,6,ACTOR_II,7,618,476,309.00,238.00,0,40,moving
10,11,6,ACTOR_II,8,604,601,302.00,300.50,0,26,recharging
10,11,6,ACTOR_II,9,762,600,381.00,300.00,0,14,recharging
10,11,6,ACTOR_II,10,623,455,311.50,227.50,0,19,recharging
10,11,6,ACTOR_II,11,592,471,296.00,235.50,0,15,recharging
10,11,6,ACTOR_II,12,621,451,310.50,225.50,0,0,moving
10,11,6,ACTOR_II,13,597,468,298.50,234.00,0,0,moving
10,11,6,ACTOR_II,14,771,461,385.50,230.50,0,5,recharging
10,11,6,ACTOR_II,15,741,431,370.50,215.50,0,0,moving
10,11,6,ACTOR_II,16,678,450,339.00,225.00,0,0,moving

# === CRATER_STATE ===
globalDay,round,day,crater_idx,health
0,1,6,0,1.00
0,1,6,1,1.00
0,1,6,2,1.00
0,1,6,3,1.00
0,1,6,4,1.00
0,1,6,5,1.00
0,1,6,6,1.00
0,1,6,7,1.00
0,1,6,8,1.00
0,1,6,9,1.00
0,1,6,10,1.00
0,1,6,11,1.00
0,1,6,12,1.00
0,1,6,13,1.00
0,1,6,14,1.00
0,1,6,15,1.00
0,1,6,16,1.00
0,1,6,17,1.00
0,1,6,18,1.00
0,1,6,19,1.00
0,1,6,20,1.00
0,1,6,21,1.00
0,1,6,22,1.00
0,1,6,23,1.00
0,1,6,24,1.00
0,1,6,25,1.00
0,1,6,26,1.00
0,1,6,27,1.00
0,1,6,28,1.00
0,1,6,29,1.00
0,1,6,30,1.00
0,1,6,31,1.00
0,1,6,32,1.00
0,1,6,33,1.00
0,1,6,34,1.00
0,1,6,35,1.00
0,1,6,36,1.00
0,1,6,37,1.00
0,1,6,38,1.00
0,1,6,39,1.00
0,1,6,40,1.00
0,1,6,41,1.00
0,1,6,42,1.00
0,1,6,43,1.00
0,1,6,44,1.00
0,1,6,45,1.00
0,1,6,46,1.00
0,1,6,47,1.00
0,1,6,48,1.00
0,1,6,49,1.00
0,1,6,50,1.00
0,1,6,51,1.00
0,1,6,52,1.00
0,1,6,53,1.00
0,1,6,54,1.00
0,1,6,55,1.00
0,1,6,56,1.00
0,1,6,57,1.00
0,1,6,58,1.00
0,1,6,59,1.00
0,1,6,60,1.00
0,1,6,61,1.00
0,1,6,62,1.00
0,1,6,63,1.00
0,1,6,64,1.00
0,1,6,65,1.00
0,1,6,66,1.00
0,1,6,67,1.00
0,1,6,68,0.00
0,1,6,69,1.00
0,1,6,70,1.00
0,1,6,71,1.00
0,1,6,72,1.00
0,1,6,73,1.00
1,2,6,0,1.00
1,2,6,1,1.00
1,2,6,2,1.00
1,2,6,3,1.00
1,2,6,4,1.00
1,2,6,5,1.00
1,2,6,6,1.00
1,2,6,7,1.00
1,2,6,8,1.00
1,2,6,9,1.00
1,2,6,10,1.00
1,2,6,11,1.00
1,2,6,12,1.00
1,2,6,13,1.00
1,2,6,14,1.00
1,2,6,15,1.00
1,2,6,16,1.00
1,2,6,17,1.00
1,2,6,18,1.00
1,2,6,19,1.00
1,2,6,20,1.00
1,2,6,21,1.00
1,2,6,22,1.00
1,2,6,23,1.00
1,2,6,24,1.00
1,2,6,25,1.00
1,2,6,26,1.00
1,2,6,27,1.00
1,2,6,28,1.00
1,2,6,29,1.00
1,2,6,30,1.00
1,2,6,31,1.00
1,2,6,32,1.00
1,2,6,33,1.00
1,2,6,34,1.00
1,2,6,35,1.00
1,2,6,36,1.00
1,2,6,37,1.00
1,2,6,38,1.00
1,2,6,39,1.00
1,2,6,40,1.00
1,2,6,41,1.00
1,2,6,42,1.00
1,2,6,43,1.00
1,2,6,44,1.00
1,2,6,45,1.00
1,2,6,46,1.00
1,2,6,47,1.00
1,2,6,48,1.00
1,2,6,49,1.00
1,2,6,50,1.00
1,2,6,51,1.00
1,2,6,52,1.00
1,2,6,53,1.00
1,2,6,54,1.00
1,2,6,55,1.00
1,2,6,56,1.00
1,2,6,57,1.00
1,2,6,58,1.00
1,2,6,59,1.00
1,2,6,60,1.00
1,2,6,61,1.00
1,2,6,62,1.00
1,2,6,63,1.00
1,2,6,64,1.00
1,2,6,65,1.00
1,2,6,66,1.00
1,2,6,67,1.00
1,2,6,68,0.00
1,2,6,69,1.00
1,2,6,70,1.00
1,2,6,71,1.00
1,2,6,72,1.00
1,2,6,73,1.00
2,3,6,0,1.00
2,3,6,1,1.00
2,3,6,2,1.00
2,3,6,3,1.00
2,3,6,4,1.00
2,3,6,5,1.00
2,3,6,6,1.00
2,3,6,7,1.00
2,3,6,8,1.00
2,3,6,9,1.00
2,3,6,10,1.00
2,3,6,11,1.00
2,3,6,12,1.00
2,3,6,13,1.00
2,3,6,14,1.00
2,3,6,15,1.00
2,3,6,16,1.00
2,3,6,17,1.00
2,3,6,18,1.00
2,3,6,19,1.00
2,3,6,20,1.00
2,3,6,21,1.00
2,3,6,22,1.00
2,3,6,23,1.00
2,3,6,24,1.00
2,3,6,25,1.00
2,3,6,26,1.00
2,3,6,27,1.00
2,3,6,28,1.00
2,3,6,29,1.00
2,3,6,30,1.00
2,3,6,31,1.00
2,3,6,32,1.00
2,3,6,33,1.00
2,3,6,34,1.00
2,3,6,35,1.00
2,3,6,36,1.00
2,3,6,37,1.00
2,3,6,38,1.00
2,3,6,39,1.00
2,3,6,40,1.00
2,3,6,41,1.00
2,3,6,42,1.00
2,3,6,43,1.00
2,3,6,44,1.00
2,3,6,45,1.00
2,3,6,46,1.00
2,3,6,47,1.00
2,3,6,48,1.00
2,3,6,49,1.00
2,3,6,50,1.00
2,3,6,51,1.00
2,3,6,52,1.00
2,3,6,53,1.00
2,3,6,54,1.00
2,3,6,55,1.00
2,3,6,56,1.00
2,3,6,57,1.00
2,3,6,58,1.00
2,3,6,59,1.00
2,3,6,60,1.00
2,3,6,61,1.00
2,3,6,62,1.00
2,3,6,63,1.00
2,3,6,64,1.00
2,3,6,65,1.00
2,3,6,66,1.00
2,3,6,67,1.00
2,3,6,68,0.00
2,3,6,69,1.00
2,3,6,70,1.00
2,3,6,71,1.00
2,3,6,72,1.00
2,3,6,73,1.00
3,4,6,0,1.00
3,4,6,1,1.00
3,4,6,2,1.00
3,4,6,3,1.00
3,4,6,4,1.00
3,4,6,5,1.00
3,4,6,6,1.00
3,4,6,7,1.00
3,4,6,8,1.00
3,4,6,9,1.00
3,4,6,10,1.00
3,4,6,11,1.00
3,4,6,12,1.00
3,4,6,13,1.00
3,4,6,14,1.00
3,4,6,15,1.00
3,4,6,16,1.00
3,4,6,17,1.00
3,4,6,18,1.00
3,4,6,19,1.00
3,4,6,20,1.00
3,4,6,21,1.00
3,4,6,22,1.00
3,4,6,23,1.00
3,4,6,24,1.00
3,4,6,25,1.00
3,4,6,26,1.00
3,4,6,27,1.00
3,4,6,28,1.00
3,4,6,29,1.00
3,4,6,30,1.00
3,4,6,31,1.00
3,4,6,32,1.00
3,4,6,33,1.00
3,4,6,34,1.00
3,4,6,35,1.00
3,4,6,36,1.00
3,4,6,37,1.00
3,4,6,38,1.00
3,4,6,39,1.00
3,4,6,40,1.00
3,4,6,41,1.00
3,4,6,42,1.00
3,4,6,43,1.00
3,4,6,44,1.00
3,4,6,45,1.00
3,4,6,46,1.00
3,4,6,47,1.00
3,4,6,48,1.00
3,4,6,49,1.00
3,4,6,50,1.00
3,4,6,51,1.00
3,4,6,52,1.00
3,4,6,53,1.00
3,4,6,54,1.00
3,4,6,55,1.00
3,4,6,56,1.00
3,4,6,57,1.00
3,4,6,58,1.00
3,4,6,59,1.00
3,4,6,60,1.00
3,4,6,61,1.00
3,4,6,62,1.00
3,4,6,63,1.00
3,4,6,64,1.00
3,4,6,65,1.00
3,4,6,66,1.00
3,4,6,67,1.00
3,4,6,68,0.00
3,4,6,69,1.00
3,4,6,70,1.00
3,4,6,71,1.00
3,4,6,72,1.00
3,4,6,73,1.00
4,5,6,0,1.00
4,5,6,1,1.00
4,5,6,2,1.00
4,5,6,3,1.00
4,5,6,4,1.00
4,5,6,5,1.00
4,5,6,6,1.00
4,5,6,7,1.00
4,5,6,8,1.00
4,5,6,9,1.00
4,5,6,10,1.00
4,5,6,11,1.00
4,5,6,12,1.00
4,5,6,13,1.00
4,5,6,14,1.00
4,5,6,15,1.00
4,5,6,16,1.00
4,5,6,17,1.00
4,5,6,18,1.00
4,5,6,19,1.00
4,5,6,20,1.00
4,5,6,21,1.00
4,5,6,22,1.00
4,5,6,23,1.00
4,5,6,24,1.00
4,5,6,25,1.00
4,5,6,26,1.00
4,5,6,27,1.00
4,5,6,28,1.00
4,5,6,29,1.00
4,5,6,30,1.00
4,5,6,31,1.00
4,5,6,32,1.00
4,5,6,33,1.00
4,5,6,34,1.00
4,5,6,35,1.00
4,5,6,36,1.00
4,5,6,37,1.00
4,5,6,38,1.00
4,5,6,39,1.00
4,5,6,40,1.00
4,5,6,41,1.00
4,5,6,42,1.00
4,5,6,43,1.00
4,5,6,44,1.00
4,5,6,45,1.00
4,5,6,46,1.00
4,5,6,47,1.00
4,5,6,48,1.00
4,5,6,49,1.00
4,5,6,50,1.00
4,5,6,51,1.00
4,5,6,52,1.00
4,5,6,53,1.00
4,5,6,54,1.00
4,5,6,55,1.00
4,5,6,56,1.00
4,5,6,57,1.00
4,5,6,58,1.00
4,5,6,59,1.00
4,5,6,60,1.00
4,5,6,61,1.00
4,5,6,62,1.00
4,5,6,63,1.00
4,5,6,64,1.00
4,5,6,65,1.00
4,5,6,66,1.00
4,5,6,67,1.00
4,5,6,68,0.00
4,5,6,69,1.00
4,5,6,70,1.00
4,5,6,71,1.00
4,5,6,72,1.00
4,5,6,73,1.00
5,6,6,0,0.98
5,6,6,1,1.00
5,6,6,2,1.00
5,6,6,3,1.00
5,6,6,4,1.00
5,6,6,5,1.00
5,6,6,6,1.00
5,6,6,7,1.00
5,6,6,8,1.00
5,6,6,9,1.00
5,6,6,10,1.00
5,6,6,11,1.00
5,6,6,12,1.00
5,6,6,13,1.00
5,6,6,14,1.00
5,6,6,15,1.00
5,6,6,16,1.00
5,6,6,17,1.00
5,6,6,18,1.00
5,6,6,19,1.00
5,6,6,20,1.00
5,6,6,21,1.00
5,6,6,22,1.00
5,6,6,23,1.00
5,6,6,24,1.00
5,6,6,25,1.00
5,6,6,26,1.00
5,6,6,27,1.00
5,6,6,28,1.00
5,6,6,29,1.00
5,6,6,30,1.00
5,6,6,31,1.00
5,6,6,32,1.00
5,6,6,33,1.00
5,6,6,34,1.00
5,6,6,35,1.00
5,6,6,36,1.00
5,6,6,37,1.00
5,6,6,38,1.00
5,6,6,39,1.00
5,6,6,40,1.00
5,6,6,41,1.00
5,6,6,42,1.00
5,6,6,43,1.00
5,6,6,44,1.00
5,6,6,45,1.00
5,6,6,46,1.00
5,6,6,47,1.00
5,6,6,48,1.00
5,6,6,49,1.00
5,6,6,50,1.00
5,6,6,51,1.00
5,6,6,52,1.00
5,6,6,53,1.00
5,6,6,54,1.00
5,6,6,55,1.00
5,6,6,56,1.00
5,6,6,57,1.00
5,6,6,58,1.00
5,6,6,59,1.00
5,6,6,60,1.00
5,6,6,61,1.00
5,6,6,62,1.00
5,6,6,63,1.00
5,6,6,64,1.00
5,6,6,65,1.00
5,6,6,66,1.00
5,6,6,67,1.00
5,6,6,68,0.00
5,6,6,69,1.00
5,6,6,70,1.00
5,6,6,71,1.00
5,6,6,72,1.00
5,6,6,73,1.00
6,7,6,0,0.97
6,7,6,1,1.00
6,7,6,2,1.00
6,7,6,3,1.00
6,7,6,4,1.00
6,7,6,5,1.00
6,7,6,6,1.00
6,7,6,7,1.00
6,7,6,8,1.00
6,7,6,9,1.00
6,7,6,10,1.00
6,7,6,11,1.00
6,7,6,12,1.00
6,7,6,13,1.00
6,7,6,14,1.00
6,7,6,15,1.00
6,7,6,16,1.00
6,7,6,17,1.00
6,7,6,18,1.00
6,7,6,19,1.00
6,7,6,20,1.00
6,7,6,21,1.00
6,7,6,22,1.00
6,7,6,23,1.00
6,7,6,24,1.00
6,7,6,25,1.00
6,7,6,26,1.00
6,7,6,27,1.00
6,7,6,28,1.00
6,7,6,29,1.00
6,7,6,30,1.00
6,7,6,31,1.00
6,7,6,32,1.00
6,7,6,33,1.00
6,7,6,34,1.00
6,7,6,35,1.00
6,7,6,36,1.00
6,7,6,37,1.00
6,7,6,38,1.00
6,7,6,39,1.00
6,7,6,40,1.00
6,7,6,41,1.00
6,7,6,42,1.00
6,7,6,43,1.00
6,7,6,44,1.00
6,7,6,45,1.00
6,7,6,46,1.00
6,7,6,47,1.00
6,7,6,48,1.00
6,7,6,49,1.00
6,7,6,50,1.00
6,7,6,51,1.00
6,7,6,52,1.00
6,7,6,53,1.00
6,7,6,54,1.00
6,7,6,55,1.00
6,7,6,56,1.00
6,7,6,57,1.00
6,7,6,58,1.00
6,7,6,59,1.00
6,7,6,60,1.00
6,7,6,61,1.00
6,7,6,62,1.00
6,7,6,63,1.00
6,7,6,64,1.00
6,7,6,65,1.00
6,7,6,66,1.00
6,7,6,67,1.00
6,7,6,68,0.00
