
# === SESSION ===
key,value
timestamp,2026-07-02T00:49:50.023Z
version,2.7.189
round,12
day,0
globalDay,11
totalRounds,12
simMode,competitive
scenarioPreset,standard
powerGrid,independent
commsGrid,independent
daysPerRound,7

# === CONFIG_CONSTANTS ===
key,value,unit
score_pts_per_kg_ice,1,pts/kg
score_pts_per_asset_pt,15,pts/ap
score_penalty_per_violation,25,pts
score_carry_fraction,0.5,fraction
days_per_round,7,days
px_per_km,2,px/km
km_per_px,0.5,km/px
comsat_relay_radius_km,30.00,km
zone_core_km,1,km
zone_harmonization_km,5,km
zone_coordination_km,10,km
zone_display_scale,3,x
zone_core_render_km,3.00,km
zone_harmonization_render_km,15.00,km
zone_coordination_render_km,30.00,km
zone_tier_mult.core,1,xcore
zone_tier_mult.harmonization,5,xcore
zone_tier_mult.coordination,10,xcore
functional_reach.solar,2.89,km
functional_reach.habitat,14.43,km
functional_reach.pad,7.22,km
functional_reach.rover,1.44,km
functional_reach.reactor,5.78,km

# === INITIAL_CONDITIONS ===
key,value
map_width_px,1212
map_height_px,1212
km_per_px,0.5
px_per_km,2
totalRounds,12
scenarioPreset,standard
claimRadius_actorI_px,92.77777777777777
claimRadius_actorII_px,80
actorI_base_px,"553,703"
actorII_base_px,"1005,170"
actorIII_base_px,
actorI_stakeholder,Concordium
actorII_stakeholder,LRC

# === CRATERS ===
crater_idx,name,cx_px,cy_px,cx_km,cy_km,quality,size_px
ACTOR_I,solar,0,303.50,319.50,ACTOR_II,solar,3,380.50,220.50,125.42,3.00,15.00,30.00,outside
ACTOR_I,solar,0,303.50,319.50,ACTOR_II,solar,4,392.00,246.00,115.04,3.00,15.00,30.00,outside
ACTOR_I,solar,0,303.50,319.50,ACTOR_II,reactor,0,336.50,251.50,75.58,3.00,15.00,30.00,outside
ACTOR_I,solar,0,303.50,319.50,ACTOR_II,reactor,1,304.50,234.50,85.01,3.00,15.00,30.00,outside
ACTOR_I,solar,0,303.50,319.50,ACTOR_II,habitat,0,339.50,251.50,76.94,3.00,15.00,30.00,outside
ACTOR_I,solar,0,303.50,319.50,ACTOR_II,habitat,1,317.50,256.00,65.02,3.00,15.00,30.00,outside
ACTOR_I,solar,0,303.50,319.50,ACTOR_II,habitat,2,295.00,310.50,12.38,3.00,15.00,30.00,harmonization
ACTOR_I,solar,0,303.50,319.50,ACTOR_II,habitat,3,370.00,306.00,67.86,3.00,15.00,30.00,outside
ACTOR_I,solar,0,303.50,319.50,ACTOR_II,habitat,4,304.50,234.00,85.51,3.00,15.00,30.00,outside
ACTOR_I,solar,0,303.50,319.50,ACTOR_II,habitat,5,381.50,219.50,126.82,3.00,15.00,30.00,outside
ACTOR_I,solar,0,303.50,319.50,ACTOR_II,habitat,6,392.50,246.00,115.43,3.00,15.00,30.00,outside
ACTOR_I,solar,0,303.50,319.50,ACTOR_II,habitat,7,370.50,231.00,111.00,3.00,15.00,30.00,outside
ACTOR_I,solar,0,303.50,319.50,ACTOR_II,pad,0,315.00,250.50,69.95,3.00,15.00,30.00,outside
ACTOR_I,solar,0,303.50,319.50,ACTOR_II,pad,1,324.50,243.50,78.85,3.00,15.00,30.00,outside
ACTOR_I,solar,0,303.50,319.50,ACTOR_II,comsat,0,312.00,242.50,77.47,3.00,15.00,30.00,outside
ACTOR_I,solar,0,303.50,319.50,ACTOR_II,comsat,1,350.50,254.00,80.62,3.00,15.00,30.00,outside
ACTOR_I,solar,0,303.50,319.50,ACTOR_II,comsat,2,400.00,302.50,97.99,3.00,15.00,30.00,outside
ACTOR_I,solar,0,303.50,319.50,ACTOR_II,comsat,3,385.50,230.50,121.02,3.00,15.00,30.00,outside
ACTOR_I,solar,0,303.50,319.50,ACTOR_II,comsat,4,348.50,214.00,114.70,3.00,15.00,30.00,outside
ACTOR_I,solar,0,303.50,319.50,ACTOR_II,rover,0,449.00,139.00,231.84,3.00,15.00,30.00,outside
ACTOR_I,solar,0,303.50,319.50,ACTOR_II,rover,1,315.00,242.50,77.85,3.00,15.00,30.00,outside
ACTOR_I,solar,0,303.50,319.50,ACTOR_II,rover,2,340.00,261.00,68.95,3.00,15.00,30.00,outside
ACTOR_I,solar,0,303.50,319.50,ACTOR_II,rover,3,346.00,256.50,76.00,3.00,15.00,30.00,outside
ACTOR_I,solar,0,303.50,319.50,ACTOR_II,rover,4,346.00,250.00,81.46,3.00,15.00,30.00,outside
ACTOR_I,solar,0,303.50,319.50,ACTOR_II,rover,5,309.50,241.50,78.23,3.00,15.00,30.00,outside
ACTOR_I,solar,0,303.50,319.50,ACTOR_II,rover,6,310.50,243.00,76.82,3.00,15.00,30.00,outside
ACTOR_I,solar,0,303.50,319.50,ACTOR_II,rover,7,309.00,238.00,81.69,3.00,15.00,30.00,outside
ACTOR_I,solar,0,303.50,319.50,ACTOR_II,rover,8,302.00,300.50,19.06,3.00,15.00,30.00,coordination
ACTOR_I,solar,0,303.50,319.50,ACTOR_II,rover,9,381.00,300.00,79.92,3.00,15.00,30.00,outside
ACTOR_I,solar,0,303.50,319.50,ACTOR_II,rover,10,311.50,227.50,92.35,3.00,15.00,30.00,outside
ACTOR_I,solar,0,303.50,319.50,ACTOR_II,rover,11,296.00,235.50,84.33,3.00,15.00,30.00,outside
ACTOR_I,solar,0,303.50,319.50,ACTOR_II,rover,12,310.50,225.50,94.26,3.00,15.00,30.00,outside
ACTOR_I,solar,0,303.50,319.50,ACTOR_II,rover,13,298.50,234.00,85.65,3.00,15.00,30.00,outside
ACTOR_I,solar,0,303.50,319.50,ACTOR_II,rover,14,385.50,230.50,121.02,3.00,15.00,30.00,outside
ACTOR_I,solar,0,303.50,319.50,ACTOR_II,rover,15,370.50,215.50,123.71,3.00,15.00,30.00,outside
ACTOR_I,solar,0,303.50,319.50,ACTOR_II,rover,16,339.00,225.00,100.95,3.00,15.00,30.00,outside
ACTOR_I,solar,0,303.50,319.50,ACTOR_II,rover,17,358.00,211.00,121.42,3.00,15.00,30.00,outside
ACTOR_I,solar,0,303.50,319.50,ACTOR_II,rover,18,339.50,212.50,112.89,3.00,15.00,30.00,outside
ACTOR_I,solar,0,303.50,319.50,ACTOR_II,rover,19,387.00,292.50,87.76,3.00,15.00,30.00,outside
ACTOR_I,solar,1,365.50,286.50,ACTOR_II,solar,0,318.00,255.00,57.00,3.00,15.00,30.00,outside
ACTOR_I,solar,1,365.50,286.50,ACTOR_II,solar,1,370.50,307.00,21.10,3.00,15.00,30.00,coordination
ACTOR_I,solar,1,365.50,286.50,ACTOR_II,solar,2,295.00,311.50,74.80,3.00,15.00,30.00,outside
ACTOR_I,solar,1,365.50,286.50,ACTOR_II,solar,3,380.50,220.50,67.68,3.00,15.00,30.00,outside
ACTOR_I,solar,1,365.50,286.50,ACTOR_II,solar,4,392.00,246.00,48.40,3.00,15.00,30.00,outside
ACTOR_I,solar,1,365.50,286.50,ACTOR_II,reactor,0,336.50,251.50,45.45,3.00,15.00,30.00,outside
ACTOR_I,solar,1,365.50,286.50,ACTOR_II,reactor,1,304.50,234.50,80.16,3.00,15.00,30.00,outside
ACTOR_I,solar,1,365.50,286.50,ACTOR_II,habitat,0,339.50,251.50,43.60,3.00,15.00,30.00,outside
ACTOR_I,solar,1,365.50,286.50,ACTOR_II,habitat,1,317.50,256.00,56.87,3.00,15.00,30.00,outside
ACTOR_I,solar,1,365.50,286.50,ACTOR_II,habitat,2,295.00,310.50,74.47,3.00,15.00,30.00,outside
ACTOR_I,solar,1,365.50,286.50,ACTOR_II,habitat,3,370.00,306.00,20.01,3.00,15.00,30.00,coordination
ACTOR_I,solar,1,365.50,286.50,ACTOR_II,habitat,4,304.50,234.00,80.48,3.00,15.00,30.00,outside
ACTOR_I,solar,1,365.50,286.50,ACTOR_II,habitat,5,381.50,219.50,68.88,3.00,15.00,30.00,outside
ACTOR_I,solar,1,365.50,286.50,ACTOR_II,habitat,6,392.50,246.00,48.67,3.00,15.00,30.00,outside
ACTOR_I,solar,1,365.50,286.50,ACTOR_II,habitat,7,370.50,231.00,55.72,3.00,15.00,30.00,outside
ACTOR_I,solar,1,365.50,286.50,ACTOR_II,pad,0,315.00,250.50,62.02,3.00,15.00,30.00,outside
ACTOR_I,solar,1,365.50,286.50,ACTOR_II,pad,1,324.50,243.50,59.41,3.00,15.00,30.00,outside
ACTOR_I,solar,1,365.50,286.50,ACTOR_II,comsat,0,312.00,242.50,69.27,3.00,15.00,30.00,outside
ACTOR_I,solar,1,365.50,286.50,ACTOR_II,comsat,1,350.50,254.00,35.79,3.00,15.00,30.00,outside
ACTOR_I,solar,1,365.50,286.50,ACTOR_II,comsat,2,400.00,302.50,38.03,3.00,15.00,30.00,outside
ACTOR_I,solar,1,365.50,286.50,ACTOR_II,comsat,3,385.50,230.50,59.46,3.00,15.00,30.00,outside
ACTOR_I,solar,1,365.50,286.50,ACTOR_II,comsat,4,348.50,214.00,74.47,3.00,15.00,30.00,outside
ACTOR_I,solar,1,365.50,286.50,ACTOR_II,rover,0,449.00,139.00,169.49,3.00,15.00,30.00,outside
ACTOR_I,solar,1,365.50,286.50,ACTOR_II,rover,1,315.00,242.50,66.98,3.00,15.00,30.00,outside
ACTOR_I,solar,1,365.50,286.50,ACTOR_II,rover,2,340.00,261.00,36.06,3.00,15.00,30.00,outside
ACTOR_I,solar,1,365.50,286.50,ACTOR_II,rover,3,346.00,256.50,35.78,3.00,15.00,30.00,outside
ACTOR_I,solar,1,365.50,286.50,ACTOR_II,rover,4,346.00,250.00,41.38,3.00,15.00,30.00,outside
ACTOR_I,solar,1,365.50,286.50,ACTOR_II,rover,5,309.50,241.50,71.84,3.00,15.00,30.00,outside
ACTOR_I,solar,1,365.50,286.50,ACTOR_II,rover,6,310.50,243.00,70.12,3.00,15.00,30.00,outside
ACTOR_I,solar,1,365.50,286.50,ACTOR_II,rover,7,309.00,238.00,74.46,3.00,15.00,30.00,outside
ACTOR_I,solar,1,365.50,286.50,ACTOR_II,rover,8,302.00,300.50,65.02,3.00,15.00,30.00,outside
ACTOR_I,solar,1,365.50,286.50,ACTOR_II,rover,9,381.00,300.00,20.55,3.00,15.00,30.00,coordination
ACTOR_I,solar,1,365.50,286.50,ACTOR_II,rover,10,311.50,227.50,79.98,3.00,15.00,30.00,outside
ACTOR_I,solar,1,365.50,286.50,ACTOR_II,rover,11,296.00,235.50,86.20,3.00,15.00,30.00,outside
ACTOR_I,solar,1,365.50,286.50,ACTOR_II,rover,12,310.50,225.50,82.13,3.00,15.00,30.00,outside
ACTOR_I,solar,1,365.50,286.50,ACTOR_II,rover,13,298.50,234.00,85.12,3.00,15.00,30.00,outside
ACTOR_I,solar,1,365.50,286.50,ACTOR_II,rover,14,385.50,230.50,59.46,3.00,15.00,30.00,outside
ACTOR_I,solar,1,365.50,286.50,ACTOR_II,rover,15,370.50,215.50,71.18,3.00,15.00,30.00,outside
ACTOR_I,solar,1,365.50,286.50,ACTOR_II,rover,16,339.00,225.00,66.97,3.00,15.00,30.00,outside
ACTOR_I,solar,1,365.50,286.50,ACTOR_II,rover,17,358.00,211.00,75.87,3.00,15.00,30.00,outside
ACTOR_I,solar,1,365.50,286.50,ACTOR_II,rover,18,339.50,212.50,78.43,3.00,15.00,30.00,outside
ACTOR_I,solar,1,365.50,286.50,ACTOR_II,rover,19,387.00,292.50,22.32,3.00,15.00,30.00,coordination
ACTOR_I,solar,2,275.50,308.00,ACTOR_II,solar,0,318.00,255.00,67.94,3.00,15.00,30.00,outside
ACTOR_I,solar,2,275.50,308.00,ACTOR_II,solar,1,370.50,307.00,95.01,3.00,15.00,30.00,outside
ACTOR_I,solar,2,275.50,308.00,ACTOR_II,solar,2,295.00,311.50,19.81,3.00,15.00,30.00,coordination
ACTOR_I,solar,2,275.50,308.00,ACTOR_II,solar,3,380.50,220.50,136.68,3.00,15.00,30.00,outside
ACTOR_I,solar,2,275.50,308.00,ACTOR_II,solar,4,392.00,246.00,131.97,3.00,15.00,30.00,outside
ACTOR_I,solar,2,275.50,308.00,ACTOR_II,reactor,0,336.50,251.50,83.15,3.00,15.00,30.00,outside
ACTOR_I,solar,2,275.50,308.00,ACTOR_II,reactor,1,304.50,234.50,79.01,3.00,15.00,30.00,outside
ACTOR_I,solar,2,275.50,308.00,ACTOR_II,habitat,0,339.50,251.50,85.37,3.00,15.00,30.00,outside
ACTOR_I,solar,2,275.50,308.00,ACTOR_II,habitat,1,317.50,256.00,66.84,3.00,15.00,30.00,outside
ACTOR_I,solar,2,275.50,308.00,ACTOR_II,habitat,2,295.00,310.50,19.66,3.00,15.00,30.00,coordination
ACTOR_I,solar,2,275.50,308.00,ACTOR_II,habitat,3,370.00,306.00,94.52,3.00,15.00,30.00,outside
ACTOR_I,solar,2,275.50,308.00,ACTOR_II,habitat,4,304.50,234.00,79.48,3.00,15.00,30.00,outside
ACTOR_I,solar,2,275.50,308.00,ACTOR_II,habitat,5,381.50,219.50,138.09,3.00,15.00,30.00,outside
ACTOR_I,solar,2,275.50,308.00,ACTOR_II,habitat,6,392.50,246.00,132.41,3.00,15.00,30.00,outside
ACTOR_I,solar,2,275.50,308.00,ACTOR_II,habitat,7,370.50,231.00,122.29,3.00,15.00,30.00,outside
ACTOR_I,solar,2,275.50,308.00,ACTOR_II,pad,0,315.00,250.50,69.76,3.00,15.00,30.00,outside
ACTOR_I,solar,2,275.50,308.00,ACTOR_II,pad,1,324.50,243.50,81.00,3.00,15.00,30.00,outside
ACTOR_I,solar,2,275.50,308.00,ACTOR_II,comsat,0,312.00,242.50,74.98,3.00,15.00,30.00,outside
ACTOR_I,solar,2,275.50,308.00,ACTOR_II,comsat,1,350.50,254.00,92.42,3.00,15.00,30.00,outside
ACTOR_I,solar,2,275.50,308.00,ACTOR_II,comsat,2,400.00,302.50,124.62,3.00,15.00,30.00,outside
ACTOR_I,solar,2,275.50,308.00,ACTOR_II,comsat,3,385.50,230.50,134.56,3.00,15.00,30.00,outside
ACTOR_I,solar,2,275.50,308.00,ACTOR_II,comsat,4,348.50,214.00,119.02,3.00,15.00,30.00,outside
ACTOR_I,solar,2,275.50,308.00,ACTOR_II,rover,0,449.00,139.00,242.20,3.00,15.00,30.00,outside
ACTOR_I,solar,2,275.50,308.00,ACTOR_II,rover,1,315.00,242.50,76.49,3.00,15.00,30.00,outside
ACTOR_I,solar,2,275.50,308.00,ACTOR_II,rover,2,340.00,261.00,79.81,3.00,15.00,30.00,outside
ACTOR_I,solar,2,275.50,308.00,ACTOR_II,rover,3,346.00,256.50,87.31,3.00,15.00,30.00,outside
ACTOR_I,solar,2,275.50,308.00,ACTOR_II,rover,4,346.00,250.00,91.29,3.00,15.00,30.00,outside
ACTOR_I,solar,2,275.50,308.00,ACTOR_II,rover,5,309.50,241.50,74.69,3.00,15.00,30.00,outside
ACTOR_I,solar,2,275.50,308.00,ACTOR_II,rover,6,310.50,243.00,73.82,3.00,15.00,30.00,outside
ACTOR_I,solar,2,275.50,308.00,ACTOR_II,rover,7,309.00,238.00,77.60,3.00,15.00,30.00,outside
ACTOR_I,solar,2,275.50,308.00,ACTOR_II,rover,8,302.00,300.50,27.54,3.00,15.00,30.00,coordination
ACTOR_I,solar,2,275.50,308.00,ACTOR_II,rover,9,381.00,300.00,105.80,3.00,15.00,30.00,outside
ACTOR_I,solar,2,275.50,308.00,ACTOR_II,rover,10,311.50,227.50,88.18,3.00,15.00,30.00,outside
ACTOR_I,solar,2,275.50,308.00,ACTOR_II,rover,11,296.00,235.50,75.34,3.00,15.00,30.00,outside
ACTOR_I,solar,2,275.50,308.00,ACTOR_II,rover,12,310.50,225.50,89.62,3.00,15.00,30.00,outside
ACTOR_I,solar,2,275.50,308.00,ACTOR_II,rover,13,298.50,234.00,77.49,3.00,15.00,30.00,outside
ACTOR_I,solar,2,275.50,308.00,ACTOR_II,rover,14,385.50,230.50,134.56,3.00,15.00,30.00,outside
ACTOR_I,solar,2,275.50,308.00,ACTOR_II,rover,15,370.50,215.50,132.59,3.00,15.00,30.00,outside
ACTOR_I,solar,2,275.50,308.00,ACTOR_II,rover,16,339.00,225.00,104.50,3.00,15.00,30.00,outside
ACTOR_I,solar,2,275.50,308.00,ACTOR_II,rover,17,358.00,211.00,127.34,3.00,15.00,30.00,outside
ACTOR_I,solar,2,275.50,308.00,ACTOR_II,rover,18,339.50,212.50,114.96,3.00,15.00,30.00,outside
ACTOR_I,solar,2,275.50,308.00,ACTOR_II,rover,19,387.00,292.50,112.57,3.00,15.00,30.00,outside
ACTOR_I,reactor,0,353.00,262.00,ACTOR_II,solar,0,318.00,255.00,35.69,3.00,15.00,30.00,outside
ACTOR_I,reactor,0,353.00,262.00,ACTOR_II,solar,1,370.50,307.00,48.28,3.00,15.00,30.00,outside
ACTOR_I,reactor,0,353.00,262.00,ACTOR_II,solar,2,295.00,311.50,76.25,3.00,15.00,30.00,outside
ACTOR_I,reactor,0,353.00,262.00,ACTOR_II,solar,3,380.50,220.50,49.78,3.00,15.00,30.00,outside
ACTOR_I,reactor,0,353.00,262.00,ACTOR_II,solar,4,392.00,246.00,42.15,3.00,15.00,30.00,outside
ACTOR_I,reactor,0,353.00,262.00,ACTOR_II,reactor,0,336.50,251.50,19.56,3.00,15.00,30.00,coordination
ACTOR_I,reactor,0,353.00,262.00,ACTOR_II,reactor,1,304.50,234.50,55.75,3.00,15.00,30.00,outside
ACTOR_I,reactor,0,353.00,262.00,ACTOR_II,habitat,0,339.50,251.50,17.10,3.00,15.00,30.00,coordination
ACTOR_I,reactor,0,353.00,262.00,ACTOR_II,habitat,1,317.50,256.00,36.00,3.00,15.00,30.00,outside
ACTOR_I,reactor,0,353.00,262.00,ACTOR_II,habitat,2,295.00,310.50,75.61,3.00,15.00,30.00,outside
ACTOR_I,reactor,0,353.00,262.00,ACTOR_II,habitat,3,370.00,306.00,47.17,3.00,15.00,30.00,outside
ACTOR_I,reactor,0,353.00,262.00,ACTOR_II,habitat,4,304.50,234.00,56.00,3.00,15.00,30.00,outside
ACTOR_I,reactor,0,353.00,262.00,ACTOR_II,habitat,5,381.50,219.50,51.17,3.00,15.00,30.00,outside
ACTOR_I,reactor,0,353.00,262.00,ACTOR_II,habitat,6,392.50,246.00,42.62,3.00,15.00,30.00,outside
ACTOR_I,reactor,0,353.00,262.00,ACTOR_II,habitat,7,370.50,231.00,35.60,3.00,15.00,30.00,outside
ACTOR_I,reactor,0,353.00,262.00,ACTOR_II,pad,0,315.00,250.50,39.70,3.00,15.00,30.00,outside
ACTOR_I,reactor,0,353.00,262.00,ACTOR_II,pad,1,324.50,243.50,33.98,3.00,15.00,30.00,outside
ACTOR_I,reactor,0,353.00,262.00,ACTOR_II,comsat,0,312.00,242.50,45.40,3.00,15.00,30.00,outside
ACTOR_I,reactor,0,353.00,262.00,ACTOR_II,comsat,1,350.50,254.00,8.38,3.00,15.00,30.00,harmonization
ACTOR_I,reactor,0,353.00,262.00,ACTOR_II,comsat,2,400.00,302.50,62.04,3.00,15.00,30.00,outside
ACTOR_I,reactor,0,353.00,262.00,ACTOR_II,comsat,3,385.50,230.50,45.26,3.00,15.00,30.00,outside
ACTOR_I,reactor,0,353.00,262.00,ACTOR_II,comsat,4,348.50,214.00,48.21,3.00,15.00,30.00,outside
ACTOR_I,reactor,0,353.00,262.00,ACTOR_II,rover,0,449.00,139.00,156.03,3.00,15.00,30.00,outside
ACTOR_I,reactor,0,353.00,262.00,ACTOR_II,rover,1,315.00,242.50,42.71,3.00,15.00,30.00,outside
ACTOR_I,reactor,0,353.00,262.00,ACTOR_II,rover,2,340.00,261.00,13.04,3.00,15.00,30.00,harmonization
ACTOR_I,reactor,0,353.00,262.00,ACTOR_II,rover,3,346.00,256.50,8.90,3.00,15.00,30.00,harmonization
ACTOR_I,reactor,0,353.00,262.00,ACTOR_II,rover,4,346.00,250.00,13.89,3.00,15.00,30.00,harmonization
ACTOR_I,reactor,0,353.00,262.00,ACTOR_II,rover,5,309.50,241.50,48.09,3.00,15.00,30.00,outside
ACTOR_I,reactor,0,353.00,262.00,ACTOR_II,rover,6,310.50,243.00,46.55,3.00,15.00,30.00,outside
ACTOR_I,reactor,0,353.00,262.00,ACTOR_II,rover,7,309.00,238.00,50.12,3.00,15.00,30.00,outside
ACTOR_I,reactor,0,353.00,262.00,ACTOR_II,rover,8,302.00,300.50,63.90,3.00,15.00,30.00,outside
ACTOR_I,reactor,0,353.00,262.00,ACTOR_II,rover,9,381.00,300.00,47.20,3.00,15.00,30.00,outside
ACTOR_I,reactor,0,353.00,262.00,ACTOR_II,rover,10,311.50,227.50,53.97,3.00,15.00,30.00,outside
ACTOR_I,reactor,0,353.00,262.00,ACTOR_II,rover,11,296.00,235.50,62.86,3.00,15.00,30.00,outside
ACTOR_I,reactor,0,353.00,262.00,ACTOR_II,rover,12,310.50,225.50,56.02,3.00,15.00,30.00,outside
ACTOR_I,reactor,0,353.00,262.00,ACTOR_II,rover,13,298.50,234.00,61.27,3.00,15.00,30.00,outside
ACTOR_I,reactor,0,353.00,262.00,ACTOR_II,rover,14,385.50,230.50,45.26,3.00,15.00,30.00,outside
ACTOR_I,reactor,0,353.00,262.00,ACTOR_II,rover,15,370.50,215.50,49.68,3.00,15.00,30.00,outside
ACTOR_I,reactor,0,353.00,262.00,ACTOR_II,rover,16,339.00,225.00,39.56,3.00,15.00,30.00,outside
ACTOR_I,reactor,0,353.00,262.00,ACTOR_II,rover,17,358.00,211.00,51.24,3.00,15.00,30.00,outside
ACTOR_I,reactor,0,353.00,262.00,ACTOR_II,rover,18,339.50,212.50,51.31,3.00,15.00,30.00,outside
ACTOR_I,reactor,0,353.00,262.00,ACTOR_II,rover,19,387.00,292.50,45.68,3.00,15.00,30.00,outside
ACTOR_I,reactor,1,299.00,220.50,ACTOR_II,solar,0,318.00,255.00,39.39,3.00,15.00,30.00,outside
ACTOR_I,reactor,1,299.00,220.50,ACTOR_II,solar,1,370.50,307.00,112.23,3.00,15.00,30.00,outside
ACTOR_I,reactor,1,299.00,220.50,ACTOR_II,solar,2,295.00,311.50,91.09,3.00,15.00,30.00,outside
ACTOR_I,reactor,1,299.00,220.50,ACTOR_II,solar,3,380.50,220.50,81.50,3.00,15.00,30.00,outside
ACTOR_I,reactor,1,299.00,220.50,ACTOR_II,solar,4,392.00,246.00,96.43,3.00,15.00,30.00,outside
ACTOR_I,reactor,1,299.00,220.50,ACTOR_II,reactor,0,336.50,251.50,48.65,3.00,15.00,30.00,outside
ACTOR_I,reactor,1,299.00,220.50,ACTOR_II,reactor,1,304.50,234.50,15.04,3.00,15.00,30.00,coordination
ACTOR_I,reactor,1,299.00,220.50,ACTOR_II,habitat,0,339.50,251.50,51.00,3.00,15.00,30.00,outside
ACTOR_I,reactor,1,299.00,220.50,ACTOR_II,habitat,1,317.50,256.00,40.03,3.00,15.00,30.00,outside
ACTOR_I,reactor,1,299.00,220.50,ACTOR_II,habitat,2,295.00,310.50,90.09,3.00,15.00,30.00,outside
ACTOR_I,reactor,1,299.00,220.50,ACTOR_II,habitat,3,370.00,306.00,111.14,3.00,15.00,30.00,outside
ACTOR_I,reactor,1,299.00,220.50,ACTOR_II,habitat,4,304.50,234.00,14.58,3.00,15.00,30.00,harmonization
ACTOR_I,reactor,1,299.00,220.50,ACTOR_II,habitat,5,381.50,219.50,82.51,3.00,15.00,30.00,outside
ACTOR_I,reactor,1,299.00,220.50,ACTOR_II,habitat,6,392.50,246.00,96.91,3.00,15.00,30.00,outside
ACTOR_I,reactor,1,299.00,220.50,ACTOR_II,habitat,7,370.50,231.00,72.27,3.00,15.00,30.00,outside
ACTOR_I,reactor,1,299.00,220.50,ACTOR_II,pad,0,315.00,250.50,34.00,3.00,15.00,30.00,outside
ACTOR_I,reactor,1,299.00,220.50,ACTOR_II,pad,1,324.50,243.50,34.34,3.00,15.00,30.00,outside
ACTOR_I,reactor,1,299.00,220.50,ACTOR_II,comsat,0,312.00,242.50,25.55,3.00,15.00,30.00,coordination
ACTOR_I,reactor,1,299.00,220.50,ACTOR_II,comsat,1,350.50,254.00,61.44,3.00,15.00,30.00,outside
ACTOR_I,reactor,1,299.00,220.50,ACTOR_II,comsat,2,400.00,302.50,130.10,3.00,15.00,30.00,outside
ACTOR_I,reactor,1,299.00,220.50,ACTOR_II,comsat,3,385.50,230.50,87.08,3.00,15.00,30.00,outside
ACTOR_I,reactor,1,299.00,220.50,ACTOR_II,comsat,4,348.50,214.00,49.92,3.00,15.00,30.00,outside
ACTOR_I,reactor,1,299.00,220.50,ACTOR_II,rover,0,449.00,139.00,170.71,3.00,15.00,30.00,outside
ACTOR_I,reactor,1,299.00,220.50,ACTOR_II,rover,1,315.00,242.50,27.20,3.00,15.00,30.00,coordination
ACTOR_I,reactor,1,299.00,220.50,ACTOR_II,rover,2,340.00,261.00,57.63,3.00,15.00,30.00,outside
ACTOR_I,reactor,1,299.00,220.50,ACTOR_II,rover,3,346.00,256.50,59.20,3.00,15.00,30.00,outside
ACTOR_I,reactor,1,299.00,220.50,ACTOR_II,rover,4,346.00,250.00,55.49,3.00,15.00,30.00,outside
ACTOR_I,reactor,1,299.00,220.50,ACTOR_II,rover,5,309.50,241.50,23.48,3.00,15.00,30.00,coordination
ACTOR_I,reactor,1,299.00,220.50,ACTOR_II,rover,6,310.50,243.00,25.27,3.00,15.00,30.00,coordination
ACTOR_I,reactor,1,299.00,220.50,ACTOR_II,rover,7,309.00,238.00,20.16,3.00,15.00,30.00,coordination
ACTOR_I,reactor,1,299.00,220.50,ACTOR_II,rover,8,302.00,300.50,80.06,3.00,15.00,30.00,outside
ACTOR_I,reactor,1,299.00,220.50,ACTOR_II,rover,9,381.00,300.00,114.21,3.00,15.00,30.00,outside
ACTOR_I,reactor,1,299.00,220.50,ACTOR_II,rover,10,311.50,227.50,14.33,3.00,15.00,30.00,harmonization
ACTOR_I,reactor,1,299.00,220.50,ACTOR_II,rover,11,296.00,235.50,15.30,3.00,15.00,30.00,coordination
ACTOR_I,reactor,1,299.00,220.50,ACTOR_II,rover,12,310.50,225.50,12.54,3.00,15.00,30.00,harmonization
ACTOR_I,reactor,1,299.00,220.50,ACTOR_II,rover,13,298.50,234.00,13.51,3.00,15.00,30.00,harmonization
ACTOR_I,reactor,1,299.00,220.50,ACTOR_II,rover,14,385.50,230.50,87.08,3.00,15.00,30.00,outside
ACTOR_I,reactor,1,299.00,220.50,ACTOR_II,rover,15,370.50,215.50,71.67,3.00,15.00,30.00,outside
ACTOR_I,reactor,1,299.00,220.50,ACTOR_II,rover,16,339.00,225.00,40.25,3.00,15.00,30.00,outside
ACTOR_I,reactor,1,299.00,220.50,ACTOR_II,rover,17,358.00,211.00,59.76,3.00,15.00,30.00,outside
ACTOR_I,reactor,1,299.00,220.50,ACTOR_II,rover,18,339.50,212.50,41.28,3.00,15.00,30.00,outside
ACTOR_I,reactor,1,299.00,220.50,ACTOR_II,rover,19,387.00,292.50,113.70,3.00,15.00,30.00,outside
ACTOR_I,reactor,2,272.50,348.00,ACTOR_II,solar,0,318.00,255.00,103.53,3.00,15.00,30.00,outside
ACTOR_I,reactor,2,272.50,348.00,ACTOR_II,solar,1,370.50,307.00,106.23,3.00,15.00,30.00,outside
ACTOR_I,reactor,2,272.50,348.00,ACTOR_II,solar,2,295.00,311.50,42.88,3.00,15.00,30.00,outside
ACTOR_I,reactor,2,272.50,348.00,ACTOR_II,solar,3,380.50,220.50,167.09,3.00,15.00,30.00,outside
ACTOR_I,reactor,2,272.50,348.00,ACTOR_II,solar,4,392.00,246.00,157.11,3.00,15.00,30.00,outside
ACTOR_I,reactor,2,272.50,348.00,ACTOR_II,reactor,0,336.50,251.50,115.79,3.00,15.00,30.00,outside
ACTOR_I,reactor,2,272.50,348.00,ACTOR_II,reactor,1,304.50,234.50,117.92,3.00,15.00,30.00,outside
